id,title
61690,賴揆做實事加速建設經濟將持續穩健成長
61703,基層因人情壓力停休台鐵留不住新人等同無效投資
61697,普悠瑪事故交長去留賴揆等檢討完畢再決定
61705,普悠瑪事故交長去留賴揆等檢討完畢再決定
61704,明年總預算歲出超過兆賴揆國內經濟持續穩健成長
61699,賴揆做實事加速建設經濟將持續穩健成長
61700,普悠瑪事故交長去留賴揆等檢討完畢再決定
61702,賴揆赴立院報告總預算案明年度編列兆億元
61701,普悠瑪出軌將繼續懲處賴揆該負責的人一定要負責
61673,民進黨高雄市長候選人陳其邁今日晚間結束鹽埕埔一帶的行程竟巧遇行政院政務委員唐鳳陳立刻化身美食導遊兩人就近至知名的
61730,消費者權益報導聯合報系奪獎
61726,普悠瑪事故檢討政院將設運輸安全委員會
61725,不能用立委台鐵為何放行怎驗收測試
61729,文大大群館爭議侯年都繳稅蘇陣營規避房屋稅
61737,誰爆普悠瑪司機曾吸毒民團質疑是帶風向
61731,台中大造勢藍軍剛辦過綠營明登場
61741,候選人總部成立造勢送無毒可分解吸管捐張發票換組
61740,野生唐鳳現身鹽埕陳其邁帶她品小吃談科技
61734,力拚鏡頭力盧秀燕口條好林佳龍應變佳
61733,路口強碰南市里長候選人壁壘分明
61732,行銷台南拚經濟選將政見交鋒
61750,政院普悠瑪調查小組擬納台鐵資深駕駛成員
61755,林義豐到新北辦趴公開邀柯文哲侯友宜
61754,虧雞林義豐尬館長網友叫龍介來
61756,普悠瑪定調台鐵局扛他說因賴揆不願得罪這金主
61752,台鐵局長請辭落跑徐永明痛批該撤職查辦
61762,轉述司機員吸安紀錄不當從未企圖汙名或獵巫
61760,虧雞上館長直播被問倒網友酸喊換龍介來
61763,昔日師徒如今成對手黃偉哲台上開講蘇煥智低頭聽講
61749,商總理事長賴正鎰今日上午陪同今年選拔出的位金商獎得主先後到總統府與行政院由總統蔡英文與行政院長賴清德先後接見
61779,吳宏謀去留秘密紙條寫什麼
61776,吳敦義率眾向蔣介石銅像致敬促轉會歌頌戕害民主獨裁者
61788,賴清德討論另立新法在稅賦公平下讓企業資金回台
61783,公務員休假改以時計考試院將速會銜政院辦理
61787,厭惡黨派鬥爭高思博要讓政治人物隨時保持謹惕
61789,台南選將攻防戰許忠信林義豐拼經濟最重要
61804,普悠瑪檢討報告沒重點網友轟廢話連篇
61786,靠寶可夢保持身材黃偉哲選舉壓力大吃太多
61803,鄭朝方竹縣競選總部成立府院黨大軍全力拉抬聲勢
61790,賴揆指示台鐵大體檢吳宏謀下週提報告
61806,台股基本面看好行政院重回萬點不是問題
61782,普悠瑪翻車事故造成重大傷亡交通部長吳宏謀今在行政院院會後記者會表示他的心情非常沈重對於事故發生我會用負責任態度
61793,賴揆指示台鐵大體檢吳宏謀下週提報告
61808,教師行政減量政院通過特教評鑑改年一次
61809,台股基本面看好行政院重回萬點不是問題
61798,台鐵局長請辭獲准國民黨斷尾求生轉移焦點
61812,高思博改變不能再等年否則孩子恐將西漂
61826,段宜康政院應籌組重整小組進駐台鐵
61827,高思博蕃薯簽被指找中國人助選高綠選情告急
61824,普悠瑪事故調查吳宏謀台鐵不應發布不成熟判斷
61791,行政院院會今天聽取交通部陳報台鐵普悠瑪事故報告行政院發言人在會後記者會表示
61816,段宜康政院應籌組重整小組進駐台鐵
61825,賴揆台鐵要痛下決心改革
61818,南市議會大換血下屆至少有位新面孔
61815,普悠瑪事故調查吳宏謀台鐵不應發布不成熟判斷
61843,事故凸顯台鐵人力吃緊政院年初已核定年補人
61819,響應安平古堡打卡蘇煥智再提漁光島重建熱蘭遮城
61841,講到永康就想到這一鍋候選人端出真牛肉
61844,影美艦穿台海次還是艘次嚴德發意義一樣
61842,政院股市重回萬點不是問題各大基金隨時備戰
61814,文化大學大群館宿舍爭議未歇台北市長柯文哲日質疑大群館免繳房屋稅爭議被解讀是助攻綠營新北市選戰
61859,台股再度下跌基金隨時備戰重回萬點
61840,自爆父親打老婆南市議員候選人盧崑福被對手砲轟
61860,光復節緬懷蔣中正高思博為蔣歷史定位而戰
61837,深澳環評結論廢止侯友宜人民力量停止政府錯誤決策
61839,不滿大群館課不到稅柯文哲稅制需要修改
61838,吳宏謀數度堅決請辭賴揆沒准
61847,台鐵檢討常流於抱殘守缺賴揆指示進行大體檢
61855,清除威權象徵促轉會鎖定兩蔣銅像國幣改版
61858,柯侯友宜沒參選大群館不會浮上台面
61856,普悠瑪事故後續賴揆政院設專案小組調查不護短
61874,柯批大群館免稅侯友宜年合法繳稅一毛都沒漏
